dimension,num_locations,memory_count,python_time_s,cpp_time_s
10,100,100,0.007111300001270138,0.0009662999946158379
10,10000,100,0.04544089999399148,0.014514900001813658
10,1000000,100,5.387666399998125,4.118082500004675
100,100,100,0.008496199996443465,0.002423300000373274
100,10000,100,0.2033740999904694,0.030148000005283393
100,1000000,100,17.909597000005306,9.636133299994981
1000,100,100,0.019405200000619516,0.012937599996803328
1000,10000,100,1.491803400000208,0.5916945000062697
1000,1000000,100,144.6411175999965,64.1610684000043
